Nombre y Apellido,Educación,Tipo de cuenta bancaria,Situación Laboral,Inicio de cuenta,Cantidad ahorrado,Créditos
Vinicio Blanco-Terrón,Universitario,Vista,Dependiente,2020-01-15,13608925.533375166,3
Raquel de Tello,Incompleto,Ahorro,Independiente,2023-11-25,13369437.675777145,3
Inés Zaragoza Berrocal,Universitario,Vista,Cesante,2021-06-29,10318194.087164616,1
Baldomero Carlos,Universitario,Corriente,Independiente,2020-02-16,2556376.9811148746,3
Paula Ortuño-Palau,Medio,Corriente,Cesante,2024-07-02,10945969.462848807,2
Artemio Perea Toro,Incompleto,Corriente,Dependiente,2020-07-19,6473044.473178594,2
José Manuel Rosado Méndez,Medio,Ahorro,Dependiente,2024-09-30,10439357.49254037,1
Sandalio Luján Matas,Universitario,Vista,Cesante,2024-10-31,2744483.5573877674,1
Isidora del Sedano,Medio,Corriente,Independiente,2024-05-29,6678076.885699867,1
Kike Bernabé Salvà Alba,Medio,Ahorro,Independiente,2021-03-09,14278320.33072097,2
Enrique Bilbao Barco,Medio,Corriente,Independiente,2022-03-20,12201616.545354905,2
Javiera Reina-Reina,Medio,Corriente,Dependiente,2023-06-23,14063137.28370633,1
Benigna Villena Jimenez,Incompleto,Ahorro,Cesante,2024-10-31,11533346.461774185,3
Marino Parra Perea,Incompleto,Vista,Independiente,2023-03-28,7802062.161464626,3
Adelaida Duran Goicoechea,Medio,Ahorro,Dependiente,2020-11-09,12933109.82533277,2
Marisa Sanz Azorin,Medio,Vista,Dependiente,2023-10-01,3996375.9235758195,1
Imelda Morcillo Cortés,Universitario,Ahorro,Cesante,2023-08-02,2856798.915920344,3
Silvestre de Fuertes,Incompleto,Ahorro,Cesante,2021-11-25,4446172.875959811,3
Marisol Hernández Calzada,Incompleto,Ahorro,Independiente,2024-01-11,2845737.70833147,3
Benita Pascual Huguet,Incompleto,Ahorro,Dependiente,2022-07-08,10005392.474843876,3
Rolando Calvet,Medio,Corriente,Independiente,2024-01-11,7879461.908499409,2
Roxana Baró Ferrando,Universitario,Ahorro,Independiente,2022-12-05,8797015.060205312,2
Nicolás Barroso Francisco,Incompleto,Vista,Cesante,2024-10-17,5799233.450878999,1
Cecilio Campoy Roca,Incompleto,Corriente,Independiente,2020-01-18,10515398.035772484,2
Lupe Amparo Pavón Rey,Universitario,Ahorro,Cesante,2024-02-01,9319661.70143113,2
Teobaldo Miranda Pérez,Incompleto,Vista,Cesante,2020-03-27,3086171.2936417307,2
Cloe Vazquez Millán,Medio,Ahorro,Cesante,2022-05-08,6114816.998975822,2
Dalila Moliner Jurado,Universitario,Corriente,Dependiente,2022-10-23,7481341.776598854,2
Nereida Ortega Tejada,Incompleto,Corriente,Cesante,2020-07-24,933607.3814944983,3
Dominga Mir Beltrán,Medio,Vista,Dependiente,2021-07-28,7246785.875941214,4
Sigfrido Esparza Cánovas,Medio,Vista,Dependiente,2024-07-30,2727917.8373669586,1
Josué Osuna Garrido,Universitario,Vista,Independiente,2022-09-08,6701454.732486568,3
Cruz de Guzman,Incompleto,Vista,Dependiente,2020-12-19,3678785.8814219646,2
Marina Godoy Moll,Incompleto,Corriente,Independiente,2022-06-16,13428778.84704031,4
Fito Armando Juliá Galiano,Universitario,Corriente,Independiente,2020-04-21,8433178.416002285,1
Haydée Bravo-Villalobos,Medio,Corriente,Cesante,2020-09-21,8958723.649221724,2
Marisol Sabater Hernandez,Incompleto,Vista,Dependiente,2021-10-27,6612181.277117916,3
Ambrosio Sanz-Rocamora,Incompleto,Ahorro,Dependiente,2020-04-03,14674161.735154517,2
Gabriel de Oller,Universitario,Vista,Dependiente,2020-10-12,5708833.607957959,4
Plácido Agustí Padilla,Medio,Corriente,Independiente,2022-01-06,10819832.522282427,4
Felicidad del Vallejo,Universitario,Vista,Dependiente,2022-10-18,7663132.065402557,4
Anita Mena Amorós,Medio,Ahorro,Independiente,2021-12-12,5965991.623765106,2
Ildefonso Villalonga-Echevarría,Universitario,Ahorro,Dependiente,2024-01-09,9223762.771108242,3
Celso Mendizábal Chacón,Medio,Ahorro,Cesante,2022-12-16,11486624.535964208,2
Cintia del Caballero,Universitario,Ahorro,Cesante,2024-11-10,1239732.002276092,1
Federico de Araujo,Universitario,Ahorro,Independiente,2023-03-26,11320385.097821299,3
Baudelio Fabregat Gibert,Medio,Ahorro,Dependiente,2023-05-10,11010521.640235614,4
Fortunata de Carreras,Medio,Vista,Cesante,2020-07-15,3463921.1991535467,2
Leonor Calleja Colomer,Universitario,Vista,Dependiente,2022-11-13,147171.62335980084,4
Manuelita Alberdi-Rosell,Incompleto,Ahorro,Independiente,2021-06-22,3108244.260716749,4
Griselda Cuadrado Pedrero,Medio,Corriente,Independiente,2022-08-18,1444884.747330764,2
Nilo Viña,Universitario,Ahorro,Cesante,2020-06-17,14072933.105372306,4
Esperanza Valencia Murillo,Medio,Ahorro,Dependiente,2024-09-28,12865637.534667224,2
Remedios Saldaña Páez,Incompleto,Vista,Cesante,2020-04-09,5543177.322295431,1
Guillermo Hidalgo Juan,Universitario,Ahorro,Independiente,2021-10-26,10397537.10419941,2
Isidoro Salmerón Valenzuela,Universitario,Corriente,Dependiente,2021-05-08,6480740.999832802,4
Benito Monreal,Incompleto,Corriente,Dependiente,2024-06-05,13560537.217613177,4
Soraya Villanueva-Vara,Medio,Corriente,Dependiente,2021-04-09,14221352.22020503,3
Cristina Martínez Rocamora,Universitario,Ahorro,Cesante,2024-07-20,4322529.231249028,3
Consuelo Bravo,Universitario,Corriente,Cesante,2021-06-03,6454668.619521602,2
Rafa de Cueto,Medio,Ahorro,Independiente,2020-09-29,12513181.112069275,2
Erasmo Corral Castejón,Universitario,Vista,Dependiente,2021-05-02,1133347.1142018586,2
Isidro Murcia Portillo,Incompleto,Ahorro,Dependiente,2020-12-28,13639429.036401123,1
Elisabet Arnau Martorell,Medio,Vista,Independiente,2021-01-10,12827615.748082116,4
Sosimo Alonso Pinedo Aroca,Incompleto,Vista,Independiente,2021-05-15,1190872.8091066496,4
Narciso Arenas Ramón,Medio,Vista,Dependiente,2021-09-04,3667330.538913644,1
Nazaret del Rueda,Universitario,Vista,Cesante,2023-12-20,9724901.736972084,1
Ema Barrera Estevez,Medio,Corriente,Independiente,2020-04-27,2048232.5065690437,3
Régulo Ferrando Estrada,Medio,Ahorro,Dependiente,2023-11-21,3529738.9055208922,4
Inés Boada Pi,Incompleto,Ahorro,Cesante,2022-04-23,7070819.720741848,3
Pelayo Uribe Cruz,Universitario,Vista,Dependiente,2022-11-10,9895331.081708962,1
Eva Oriana Vilanova Rosa,Medio,Corriente,Independiente,2024-01-09,7922009.472397708,1
Emigdio de Ayllón,Universitario,Corriente,Cesante,2020-07-31,6525087.09543342,2
Miguela Viñas-Blazquez,Medio,Vista,Cesante,2022-02-08,12089085.237358218,2
Beatriz Cabeza-Robles,Incompleto,Ahorro,Dependiente,2021-01-10,7003608.7623174405,2
Aitor Esteban Soriano,Incompleto,Ahorro,Cesante,2022-12-14,14183431.890924897,4
Albino de Iglesia,Universitario,Ahorro,Cesante,2022-06-30,13533509.660249688,4
Eutimio Montoya Solana,Universitario,Corriente,Cesante,2024-02-22,9750710.903938256,2
Florinda Caballero Molina,Incompleto,Ahorro,Cesante,2023-03-24,2655567.562642385,2
Emilia Hervia-Costa,Universitario,Corriente,Independiente,2023-06-10,14999329.273573676,1
Julio César del Ramirez,Medio,Ahorro,Cesante,2023-03-06,6934798.330452839,2
Hector Amores Merino,Universitario,Corriente,Cesante,2024-07-05,4288761.093315043,4
Virgilio Maldonado-Pedro,Incompleto,Vista,Cesante,2022-10-14,11873982.868420323,3
Rogelio Cebrián Seco Domínguez,Universitario,Corriente,Cesante,2021-05-05,10878054.37475896,2
Mayte Benítez Solsona,Medio,Ahorro,Cesante,2023-04-12,9860093.11271067,2
Martín Escribano Morcillo,Universitario,Ahorro,Dependiente,2020-06-13,14424660.128468446,1
Onofre Pareja-Palomares,Incompleto,Vista,Dependiente,2024-07-27,5694242.626477858,3
Rafa del Solano,Medio,Ahorro,Dependiente,2021-03-18,8873217.34904042,1
Yéssica Cuesta Piquer,Incompleto,Corriente,Dependiente,2023-10-14,2039558.1402752094,1
Adriana Barranco Flores,Incompleto,Vista,Independiente,2020-01-23,8768923.202589586,3
Celestino Blanco Sáez,Universitario,Ahorro,Independiente,2020-10-08,11332393.942368269,1
África Paniagua-Borrego,Universitario,Vista,Cesante,2021-06-16,9616563.891948111,4
Toni Batlle Font,Incompleto,Ahorro,Independiente,2021-08-18,3687969.0971852513,4
Cándido Pont-Artigas,Incompleto,Corriente,Dependiente,2024-07-03,4967395.618805503,1
Inocencio Robledo Bustamante,Medio,Corriente,Dependiente,2024-01-03,12674951.456666103,4
Emiliano de Gascón,Incompleto,Corriente,Cesante,2022-09-05,2808776.590978974,2
Hermenegildo Goñi-Camacho,Medio,Ahorro,Cesante,2024-09-03,13889791.370340727,1
Tito Mesa Pina,Incompleto,Ahorro,Dependiente,2022-06-05,14992608.469622962,2
Rosendo Valbuena,Medio,Ahorro,Independiente,2023-12-16,1613368.1469702977,2
Melania Tello Clavero,Incompleto,Ahorro,Cesante,2024-07-03,9620508.926405547,2
Román Neira Infante,Universitario,Corriente,Dependiente,2023-11-03,2361409.016918839,1
Cipriano Bermudez-Tirado,Universitario,Ahorro,Cesante,2024-04-20,7976963.48736389,3
Fabián Manuel Patiño,Medio,Ahorro,Dependiente,2022-01-14,11303067.72854641,1
Jose Luis Dávila Saura,Incompleto,Vista,Dependiente,2024-07-22,9983705.08636896,4
Máximo Gonzalo Pineda,Universitario,Vista,Dependiente,2020-04-19,6752710.03838126,4
Vinicio Jara Almansa,Incompleto,Ahorro,Dependiente,2019-12-02,9699032.035971455,2
Graciano del Pozo,Universitario,Vista,Dependiente,2023-09-29,13572286.396522861,3
Encarnita Oller Cuesta,Medio,Corriente,Independiente,2021-06-19,13283115.792156074,4
Bautista Valerio Angulo Ugarte,Incompleto,Ahorro,Dependiente,2021-02-27,4076504.5099665644,3
Luisa Vila Anguita,Medio,Vista,Dependiente,2021-11-01,6153313.756017727,3
Marisol Aguilar Guzman,Medio,Corriente,Independiente,2023-09-07,444521.62246719276,1
Serafina Nazaret Cabanillas Carrillo,Incompleto,Ahorro,Dependiente,2020-05-11,11346892.371188236,4
Adoración Escamilla Lladó,Medio,Corriente,Cesante,2022-10-10,8899573.53652977,4
Brunilda Águila Rozas,Medio,Ahorro,Dependiente,2023-10-11,3044541.8887332217,2
Jose Blas Carbajo Lerma,Universitario,Vista,Cesante,2023-09-03,724159.4568877674,1
Azahara Velázquez Bou,Universitario,Vista,Dependiente,2022-12-07,1953546.6093754806,2
Febe Alsina,Medio,Ahorro,Independiente,2022-08-28,186669.42534644183,4
Julie Asenjo Cózar,Incompleto,Corriente,Cesante,2020-11-20,9984660.855398651,3
Lope Jiménez Barrio,Universitario,Vista,Cesante,2024-07-18,11346203.27963031,1
Socorro de Tello,Incompleto,Ahorro,Cesante,2023-08-01,13535612.840220807,1
Aurelia Mascaró Muñoz,Medio,Vista,Dependiente,2020-04-21,769528.8217750201,4
Oriana Moya Méndez,Universitario,Vista,Independiente,2020-12-25,6450383.714638815,4
Cleto Paz-Merino,Universitario,Vista,Independiente,2023-09-26,2410669.5932224733,3
Diana Casanovas,Universitario,Vista,Cesante,2022-05-04,4230363.09399838,4
Sol Navarrete Nebot,Medio,Ahorro,Dependiente,2021-03-23,11765182.97315499,1
Cristóbal de León,Incompleto,Corriente,Dependiente,2020-07-22,14306304.316307846,1
Aurora Oliver Pedrosa,Universitario,Corriente,Dependiente,2023-08-10,8018902.808977373,3
Vilma Estefanía Llopis Hernández,Universitario,Ahorro,Independiente,2021-03-07,7850352.57633024,3
Buenaventura Amor Ayala,Incompleto,Corriente,Cesante,2021-09-22,8441773.117754934,2
Leandra Palma Núñez,Medio,Corriente,Cesante,2022-05-24,12915630.821143886,2
Aarón Roda Amat,Medio,Ahorro,Independiente,2020-07-27,6875953.514191025,1
Estela Noelia Ríos Rubio,Incompleto,Ahorro,Independiente,2022-04-07,5247666.445862218,1
Rebeca Belmonte Gracia,Medio,Corriente,Dependiente,2021-03-13,1095486.9947420538,3
Teodoro Maldonado,Incompleto,Corriente,Independiente,2022-11-02,3543841.1392157637,4
Javier Molina,Incompleto,Vista,Dependiente,2021-01-27,13887827.739241458,2
Ruperta de Pujadas,Incompleto,Corriente,Dependiente,2022-01-17,8652241.651810603,1
Elba del Álvarez,Universitario,Corriente,Independiente,2021-12-17,14908778.876648089,2
Maximino Polo Hernandez,Universitario,Ahorro,Dependiente,2021-07-05,11673665.455202479,2
Toni Bárcena Cortina,Universitario,Corriente,Dependiente,2020-06-19,273818.97596701956,4
Sigfrido del Nogués,Medio,Corriente,Dependiente,2021-04-05,14830835.217213668,3
Ester Baena Monreal,Incompleto,Vista,Dependiente,2022-08-17,406483.5683429252,1
Moreno Comas-Simó,Universitario,Corriente,Independiente,2021-02-18,10137621.001865895,3
Rosenda Merino Planas,Medio,Ahorro,Cesante,2023-07-21,9616530.81935203,3
Candelario Miguel Corral Diaz,Universitario,Vista,Cesante,2024-03-28,8688848.157118803,1
Reina de Pastor,Medio,Vista,Cesante,2024-04-21,3361488.638761308,4
Jose Antonio Rafael Aparicio Aliaga,Incompleto,Corriente,Dependiente,2022-10-17,6427597.32577998,1
Íngrid Ocaña Pelayo,Medio,Corriente,Dependiente,2022-02-27,14136635.809235806,1
Marisol de Garay,Incompleto,Vista,Dependiente,2022-09-29,1932508.8698407288,4
Nicolasa Sarmiento,Universitario,Ahorro,Dependiente,2021-02-03,6942786.992539448,4
Eliana Carrera Bilbao,Universitario,Vista,Cesante,2021-04-23,7598720.204663624,1
Bernardita Riquelme-Mendoza,Universitario,Vista,Dependiente,2024-04-14,4608254.728763301,3
Dafne Tere Guardiola Peralta,Medio,Corriente,Independiente,2022-01-02,1861561.1066865688,2
Emelina Valenzuela Plana,Universitario,Corriente,Dependiente,2023-01-01,9731680.018621314,4
Jessica Polo Peinado,Medio,Vista,Dependiente,2023-11-25,5243065.949806406,1
Soraya de Escalona,Universitario,Vista,Cesante,2021-07-30,8903790.320909373,4
Eusebia de Paz,Universitario,Corriente,Independiente,2023-08-30,7750559.358720587,2
Coral Anna Calleja Riquelme,Medio,Ahorro,Independiente,2024-02-26,7215214.776619699,3
Marcia Diez Delgado,Medio,Ahorro,Cesante,2023-09-16,2158432.5609127926,4
Norberto Mancebo Alegria,Incompleto,Corriente,Dependiente,2020-07-07,10820368.776689498,2
Hipólito Sales Solsona,Medio,Vista,Cesante,2020-07-10,3237719.4898682036,2
Nazario Valls Amat,Incompleto,Corriente,Dependiente,2021-09-25,10805373.166187495,4
Laura Valero Sotelo,Incompleto,Ahorro,Dependiente,2020-02-14,12544791.327719605,2
Cipriano del Codina,Medio,Vista,Independiente,2021-10-30,6485763.53721818,4
Aureliano Haro Barberá,Universitario,Vista,Independiente,2021-04-09,4465583.609682802,4
Guiomar Madrid Cordero,Medio,Ahorro,Dependiente,2021-01-25,7180446.838467954,3
Lorenzo de Catalá,Medio,Ahorro,Independiente,2023-06-08,12779150.797811521,4
Alicia Felipa Machado Barberá,Medio,Ahorro,Dependiente,2021-01-27,9352465.276952043,2
Juliana García Cortes,Incompleto,Vista,Dependiente,2021-09-19,4667829.332088354,2
Raúl Osuna-Armengol,Universitario,Ahorro,Dependiente,2023-04-24,5233508.654207932,1
Julio Frías Ayuso,Incompleto,Vista,Cesante,2022-12-04,13788417.757199224,3
Rosa María Llopis Ibarra,Universitario,Vista,Dependiente,2020-05-03,3898525.7855787226,1
Trinidad Roman Agullo,Incompleto,Ahorro,Independiente,2022-09-06,5043429.051442109,1
Maxi Mendizábal Amigó,Incompleto,Vista,Cesante,2021-02-07,13928242.264781754,3
Ale Cortina Araujo,Medio,Ahorro,Independiente,2021-04-09,11521750.476459958,1
Reina Lillo-Larrañaga,Medio,Vista,Cesante,2023-10-15,4480950.514617171,1
Basilio Carranza Manjón,Universitario,Vista,Independiente,2019-12-19,6919047.656444753,1
Carlota Roda Aranda,Incompleto,Ahorro,Dependiente,2022-10-27,5989872.164238397,4
Victoria Medina,Incompleto,Vista,Cesante,2021-01-04,14916557.111700462,1
Ricarda Carrión Nadal,Medio,Ahorro,Independiente,2022-12-19,13028081.753372062,2
Eleuterio Salas Herranz,Incompleto,Corriente,Independiente,2023-01-08,6492745.9876464065,4
Ruperta Coloma Alberto,Incompleto,Corriente,Independiente,2024-04-21,540575.9565632712,1
Pascuala Isidora Vilanova Estevez,Incompleto,Vista,Dependiente,2024-05-06,14384787.155898053,3
Maximino Pareja Martínez,Medio,Corriente,Dependiente,2023-07-19,103752.28507596035,2
Álvaro Joaquín Piña García,Universitario,Vista,Cesante,2021-05-24,10370331.260647694,1
Pili Blázquez,Universitario,Corriente,Cesante,2021-10-28,3647292.7284271945,4
Valentina Isa Exposito Bastida,Incompleto,Corriente,Cesante,2020-08-24,14440322.160202783,1
Casemiro Garcés Lladó,Incompleto,Ahorro,Cesante,2022-04-01,5272600.904928585,2
Bartolomé Yago Ponce Carro,Universitario,Corriente,Dependiente,2022-09-16,8466136.45657206,2
Martín del Tamarit,Universitario,Corriente,Independiente,2023-03-29,4421134.393681644,3
Yago Suarez Vergara,Incompleto,Ahorro,Cesante,2023-01-24,5733011.332885618,1
Ignacia Salazar Higueras,Medio,Ahorro,Dependiente,2020-01-10,5463291.101922859,4
Manola Rueda Abella,Medio,Corriente,Independiente,2024-04-27,6490914.962838812,4
Pelayo Nazario Barroso Botella,Universitario,Ahorro,Independiente,2024-09-14,6278762.058798929,1
Humberto Múgica Goicoechea,Incompleto,Corriente,Cesante,2021-11-30,10880977.049335143,2
Carmelo Cortes López,Universitario,Vista,Cesante,2023-06-18,5782216.150290498,3
Clementina Isern Alcolea,Incompleto,Vista,Dependiente,2023-08-02,13540928.447274191,4
Plácido Barral Cabañas,Incompleto,Corriente,Dependiente,2023-01-14,3039339.3473645654,1
Alex Pavón Ferrera,Universitario,Vista,Cesante,2024-07-04,2617874.475080969,2
Fulgencio Grau-Márquez,Medio,Vista,Independiente,2021-09-04,4878318.888024229,2
Serafina Ledesma Tomé,Medio,Corriente,Cesante,2020-02-29,5018032.822728212,1
Reinaldo Izaguirre,Medio,Ahorro,Dependiente,2023-03-27,1703615.0417309436,4
Eusebio Bou-Iriarte,Incompleto,Corriente,Cesante,2024-09-13,1014450.2132225791,2
Tere Fortuny Marquez,Medio,Vista,Independiente,2024-11-12,7845196.4070542855,4
Calisto Santana Cepeda,Medio,Corriente,Cesante,2023-11-03,2831338.4049766487,4
Iker Sergio Cerezo Jáuregui,Medio,Corriente,Dependiente,2020-01-16,14956614.023689684,2
Melisa del Belda,Universitario,Corriente,Cesante,2024-08-24,2835588.1853657407,4
Anna Viñas,Medio,Corriente,Dependiente,2022-08-02,8098485.209953257,4
Remigio Vilanova Iborra,Universitario,Corriente,Cesante,2022-09-01,4779583.3573357975,2
Eva Raquel Ortiz Peñalver,Universitario,Vista,Dependiente,2021-06-15,9315582.516120251,1
Eugenia Priscila Lago Zabaleta,Medio,Vista,Dependiente,2020-09-17,5401085.693032419,2
Mauricio Solé,Universitario,Vista,Cesante,2020-04-02,1287447.7225653003,4
Ulises Sola-Caballero,Incompleto,Corriente,Dependiente,2020-09-28,8700332.874366492,1
Tiburcio Domingo Ferrando Becerra,Universitario,Vista,Independiente,2022-04-16,13847240.96892575,4
Rodolfo Pinilla Oliva,Medio,Corriente,Independiente,2023-01-15,2413186.9999215514,2
Cleto Calleja Colomer,Universitario,Ahorro,Independiente,2023-04-01,8096072.165880373,2
Vicente Agudo-Pont,Universitario,Vista,Independiente,2024-01-21,4937604.168416097,2
Prudencio Nogueira Sanz,Medio,Vista,Cesante,2021-11-07,1234352.8906983004,3
Cleto Dominguez Barriga,Incompleto,Ahorro,Dependiente,2020-11-14,4871374.060504163,4
Sebastián de Soria,Medio,Corriente,Dependiente,2020-05-18,1880360.3443059518,2
Maximiliano del Prats,Universitario,Vista,Cesante,2020-10-18,6644275.753982759,4
Damián Juan Carlos Ortega Sanz,Incompleto,Ahorro,Independiente,2024-01-08,11955530.942241536,3
René Miguel Vara Guardia,Incompleto,Ahorro,Dependiente,2021-04-09,10437575.068364203,3
Leire Cobos Miguel,Medio,Ahorro,Dependiente,2024-05-23,7628880.330171438,1
Gastón Becerra Bru,Universitario,Ahorro,Dependiente,2020-10-11,11884009.237783227,1
Julio Aguirre Catalá,Universitario,Ahorro,Independiente,2021-07-16,1723636.6430899263,1
Emiliana Adelina Rios Herranz,Universitario,Vista,Independiente,2020-07-14,10730464.217248,1
José del Francisco,Medio,Vista,Cesante,2022-01-12,9374937.745885976,1
Jose Valdés Chacón,Medio,Corriente,Independiente,2024-10-02,913607.8048661267,2
Eligia Jove,Incompleto,Ahorro,Cesante,2023-03-31,14732386.751844104,2
Tiburcio Chus Aguiló Doménech,Universitario,Corriente,Dependiente,2023-05-24,9868002.751240307,1
Guiomar Gelabert Puerta,Incompleto,Ahorro,Dependiente,2020-10-11,6394583.278247318,4
Edelmira Zamora,Incompleto,Vista,Dependiente,2024-05-01,299143.2497752938,4
Severino Pino Roma,Medio,Vista,Cesante,2020-07-13,2799076.1551682595,4
Ismael Sandoval Esteve,Incompleto,Corriente,Dependiente,2024-10-12,6865807.433161252,1
Vicenta Zaira Garmendia Aznar,Incompleto,Ahorro,Cesante,2022-07-23,3484480.9697144586,1
Cándido Cobo Prat,Medio,Vista,Independiente,2023-07-03,2490134.1868968597,1
María Belén Quintana-Valentín,Medio,Vista,Cesante,2023-11-07,5099762.626722309,2
Amparo Trini Cuenca Fuente,Medio,Vista,Cesante,2022-03-31,1408232.047184627,3
Buenaventura Leiva Carrión,Incompleto,Ahorro,Independiente,2021-12-16,11651307.887395466,1
Víctor Hernando Baeza Navas,Universitario,Vista,Independiente,2022-01-03,12348417.34589957,2
Felisa Hoyos Atienza,Incompleto,Vista,Cesante,2022-11-30,3290029.0466959523,2
Juan Manuel Gelabert Mate,Universitario,Ahorro,Dependiente,2021-12-27,2241336.389047615,2
Crescencia de Pozuelo,Incompleto,Corriente,Dependiente,2022-02-06,11701189.451339388,4
Andrés Felipe de Barral,Medio,Vista,Independiente,2022-11-28,4799338.5062480485,2
Sonia Gomila Alcántara,Medio,Ahorro,Independiente,2022-12-15,9517859.057287615,4
Leandro Cervantes-Badía,Medio,Ahorro,Independiente,2021-01-06,5169471.159198741,2
Alberto de Díaz,Medio,Ahorro,Independiente,2023-06-05,5276735.248730281,4
Lucio Aguiló,Incompleto,Corriente,Independiente,2022-01-20,8508397.823193002,4
Rodolfo Navas León,Incompleto,Vista,Independiente,2021-11-05,1915750.569456799,3
Etelvina Ferrero Camino,Medio,Ahorro,Cesante,2022-01-19,13197468.03094271,2
Héctor Laguna Sarabia,Universitario,Corriente,Cesante,2021-05-21,7642270.513465822,3
Amado Azorin Barral,Medio,Ahorro,Dependiente,2022-02-23,11212176.751412913,2
Evaristo Guzmán Laguna,Incompleto,Vista,Dependiente,2024-01-09,6361556.605843695,2
Marisela Villanueva-Cuesta,Incompleto,Corriente,Independiente,2024-09-24,7292103.500407417,4
Amaro Roma-Llano,Universitario,Ahorro,Independiente,2024-06-06,8383932.849414727,2
Nieves de Simó,Medio,Ahorro,Independiente,2022-08-29,8814376.534970505,2
Glauco del Morán,Medio,Corriente,Independiente,2024-02-26,12964966.922676327,2
Eva María Jerez Chaves,Medio,Corriente,Dependiente,2022-08-18,12141785.006898329,2
María Cristina Elías Lobato,Incompleto,Corriente,Independiente,2022-08-31,9147211.736289693,4
Amador Carmona Rosales,Incompleto,Ahorro,Independiente,2021-09-21,2403456.4660316915,3
Bernabé Báez,Incompleto,Corriente,Dependiente,2022-09-16,2707178.4870878463,1
Genoveva Andrés-Baños,Medio,Corriente,Independiente,2022-10-19,14726274.018736739,1
Cayetano del Linares,Universitario,Ahorro,Independiente,2023-10-25,8280259.252316415,3
Emilio Artigas Campos,Medio,Corriente,Cesante,2023-10-23,11734062.514396457,4
Valero Hidalgo,Incompleto,Corriente,Dependiente,2019-11-27,419897.3349739832,2
Emma del Cases,Universitario,Corriente,Independiente,2020-08-18,6442475.435043368,1
Cecilio Quevedo Sanmiguel,Medio,Vista,Cesante,2024-03-20,6941753.732131871,3
Virgilio Mateo Carbonell Villar,Universitario,Vista,Dependiente,2023-04-21,11353764.455689617,4
Chema Esteban-Llanos,Incompleto,Vista,Independiente,2022-04-16,10199234.395621601,1
Sergio Huguet Iglesias,Universitario,Corriente,Dependiente,2021-01-23,6157409.166096837,3
Calixta Dominguez Perea,Universitario,Ahorro,Cesante,2022-11-17,2332057.2876197775,2
Herberto Rubio Artigas,Incompleto,Corriente,Independiente,2024-01-20,7355679.2551200865,2
Conrado Zurita-Giner,Incompleto,Vista,Cesante,2021-09-18,3756206.5014742594,3
Ana Infante Pazos,Incompleto,Corriente,Independiente,2023-07-16,7107461.912122091,3
Eloísa del Cabeza,Medio,Ahorro,Dependiente,2023-06-21,13329969.571259463,1
Ana Sofía Ignacia Cerezo Solís,Universitario,Corriente,Cesante,2024-11-23,7926869.874793506,3
Natalia Fuente-Solsona,Medio,Ahorro,Cesante,2021-01-29,14418411.737966323,3
Timoteo Benjamín Falcó Perelló,Medio,Ahorro,Cesante,2023-06-29,5488311.771952726,4
Felipa Arnal Robles,Medio,Ahorro,Dependiente,2021-02-19,884172.2377253547,3
Francisco Javier Aguilera Cáceres,Medio,Ahorro,Cesante,2020-04-08,12112950.544960724,1
Renato Vázquez,Incompleto,Ahorro,Cesante,2022-09-19,13174686.92543236,3
Nereida Molins Querol,Universitario,Vista,Dependiente,2022-09-13,12981729.239336312,4
Alejandro Victoriano Camino Madrid,Universitario,Vista,Dependiente,2020-02-02,10786775.768143725,3
Silvia Buendía Luna,Medio,Vista,Dependiente,2022-11-25,12601474.662972195,1
Amaro Campo,Universitario,Ahorro,Dependiente,2021-10-19,14255165.404191107,3
Sol Amor,Incompleto,Vista,Dependiente,2024-11-15,14869038.619879385,2
Milagros Ayala Mínguez,Medio,Ahorro,Independiente,2024-09-12,12792744.848519327,1
Jesusa Álvaro Elías,Incompleto,Corriente,Cesante,2021-08-12,11816385.344679346,4
Baltasar Roig Calvet,Medio,Ahorro,Cesante,2020-12-31,10345191.779410474,1
Lourdes Elías,Medio,Ahorro,Cesante,2022-09-24,13231618.016031593,2
Encarnación Gil Enríquez,Universitario,Vista,Dependiente,2021-05-16,4864154.89750016,1
Alexandra Echevarría-Gelabert,Incompleto,Ahorro,Dependiente,2020-08-21,8154732.042674024,4
Amada Feijoo Lucena,Incompleto,Corriente,Cesante,2021-03-21,8145000.978630061,2
María Jesús Arellano Solera,Incompleto,Corriente,Independiente,2021-12-05,2250326.077862778,4
Jennifer Silva-Miró,Universitario,Ahorro,Cesante,2022-07-31,14970303.433590915,1
Régulo Barco Mayoral,Incompleto,Vista,Independiente,2021-05-06,10104810.70660344,2
Carla Melero Fábregas,Medio,Ahorro,Dependiente,2023-04-08,10932483.20380043,3
Jose Luis de Gaya,Incompleto,Corriente,Cesante,2023-12-06,1252263.90731064,2
Macario Tito Cabeza Vidal,Universitario,Corriente,Dependiente,2021-05-18,2673164.020032723,4
Bernardita Cáceres Vallés,Incompleto,Ahorro,Cesante,2023-02-01,6506108.477715273,3
Félix Grau-Mariño,Universitario,Ahorro,Dependiente,2023-06-15,10151087.818638932,3
Benigno Corominas-Soriano,Incompleto,Corriente,Independiente,2023-02-21,7934170.255597058,1
Clementina del Rocha,Incompleto,Ahorro,Dependiente,2022-12-03,11510193.178434718,3
Rodolfo Palomares Oller,Medio,Ahorro,Dependiente,2024-09-22,13765097.81884232,4
